EXPECTATION,EXACT_RANGE_EXP_2_FLOP,EXACT_RANGE_EXP_6_FLOP,EXPECTATION,EXACT_RANGE_EXP_2_FLOP,EXACT_RANGE_EXP_6_FLOP,
0,0,292500,0,0,247500,
0,0,290700,0,0,249300,
0,0,290100,0,0,249900,
0,0,290100,0,0,249900,
0,0,290100,0,0,249900,
0,0,296100,0,0,243900,
0,0,296100,0,0,243900,
0,0,294300,0,0,245700,
0,0,293700,0,0,246300,
0,0,288300,0,0,251700,
0,0,288300,0,0,251700,
0,0,288900,0,0,251100,
0,0,288900,0,0,251100,
0,0,288900,0,0,251100,
0,0,282900,0,0,257100,
0,0,275700,0,0,264300,
0,0,264900,0,0,275100,
0,0,257100,0,0,282900,
0,0,257100,0,0,282900,
0,0,257100,0,0,282900,
0,0,257700,0,0,282300,
0,0,259500,0,0,280500,
0,0,259500,0,0,280500,
0,0,258900,0,0,281100,
0,0,260700,0,0,279300,
0,0,260700,0,0,279300,
0,0,261300,0,0,278700,
0,0,255900,0,0,284100,
0,0,248700,0,0,291300,
0,0,248100,0,0,291900,
0,0,248100,0,0,291900,
0,0,246300,0,0,293700,
0,0,245700,0,0,294300,
0,0,245700,0,0,294300,
0,0,240300,0,0,299700,
0,0,239700,0,0,300300,
0,0,239700,0,0,300300,
0,0,241500,0,0,298500,
0,0,247500,0,0,292500,
0,0,247500,0,0,292500,
0,0,247500,0,0,292500,
0,0,258900,0,0,281100,
0,0,258900,0,0,281100,
0,0,258900,0,0,281100,
0,0,258300,0,0,281700,
0,0,258300,0,0,281700,
0,0,258300,0,0,281700,
0,0,250500,0,0,289500,
0,0,255900,0,0,284100,
0,0,261300,0,0,278700,
0,0,260700,0,0,279300,
0,0,260700,0,0,279300,
0,0,257100,0,0,282900,
0,0,256500,0,0,283500,
0,0,256500,0,0,283500,
0,0,251100,0,0,288900,
0,0,257100,0,0,282900,
0,0,257100,0,0,282900,
0,0,257100,0,0,282900,
0,0,256500,0,0,283500,
0,0,256500,0,0,283500,
0,0,256500,0,0,283500,
0,0,254100,0,0,285900,
0,0,254100,0,0,285900,
0,0,254100,0,0,285900,
0,0,253500,0,0,286500,
0,0,253500,0,0,286500,
0,0,253500,0,0,286500,
0,0,255600,0,0,284400,
0,0,255600,0,0,284400,
0,0,255600,0,0,284400,
0,0,256200,0,0,283800,
0,0,256200,0,0,283800,
0,0,261600,0,0,278400,
0,0,252000,0,0,288000,
0,0,252000,0,0,288000,
0,0,252000,0,0,288000,
0,0,258000,0,0,282000,
0,0,258000,0,0,282000,
0,0,270600,0,0,269400,
0,0,270000,0,0,270000,
0,0,264600,0,0,275400,
0,0,252000,0,0,288000,
0,0,256200,0,0,283800,
0,0,256200,0,0,283800,
0,0,265200,0,0,274800,
0,0,264600,0,0,275400,
0,0,257400,0,0,282600,
0,0,257400,0,0,282600,
0,0,258000,0,0,282000,
0,0,258000,0,0,282000,
0,0,258000,0,0,282000,
0,0,257400,0,0,282600,
0,0,259200,0,0,280800,
0,0,259200,0,0,280800,
0,0,251400,0,0,288600,
0,0,258600,0,0,281400,
0,0,258600,0,0,281400,
0,0,261000,0,0,279000,
0,0,261000,0,0,279000,
0,0,261000,0,0,279000,
0,0,260400,0,0,279600,
0,0,260400,0,0,279600,
0,0,271200,0,0,268800,
0,0,280800,0,0,259200,
0,0,284400,0,0,255600,
0,0,284400,0,0,255600,
0,0,285000,0,0,255000,
0,0,285000,0,0,255000,
0,0,285000,0,0,255000,
0,0,284400,0,0,255600,
0,0,293400,0,0,246600,
0,0,286200,0,0,253800,
0,0,286800,0,0,253200,
0,0,286800,0,0,253200,
0,0,286800,0,0,253200,
0,0,286200,0,0,253800,
0,0,286200,0,0,253800,
0,0,286200,0,0,253800,
0,0,294000,0,0,246000,
0,0,294000,0,0,246000,
0,0,294000,0,0,246000,
0,0,293400,0,0,246600,
0,0,291600,0,0,248400,
0,0,284400,0,0,255600,
0,0,285000,0,0,255000,
0,0,285000,0,0,255000,
0,0,285000,0,0,255000,
0,0,287400,0,0,252600,
0,0,287400,0,0,252600,
0,0,287400,0,0,252600,
0,0,288000,0,0,252000,
0,0,288000,0,0,252000,
0,0,288000,0,0,252000,
0,0,283800,0,0,256200,
0,0,283800,0,0,256200,
0,0,283800,0,0,256200,
0,0,283200,0,0,256800,
0,0,277800,0,0,262200,
0,0,290400,0,0,249600,
0,0,292800,0,0,247200,
0,0,292800,0,0,247200,
0,0,292800,0,0,247200,
0,0,281400,0,0,258600,
0,0,281400,0,0,258600,
0,0,279600,0,0,260400,
0,0,279600,0,0,260400,
0,0,281400,0,0,258600,
0,0,286800,0,0,253200,
0,0,286200,0,0,253800,
0,0,286200,0,0,253800,
0,0,286200,0,0,253800,
0,0,285600,0,0,254400,
0,0,285600,0,0,254400,
0,0,285600,0,0,254400,
0,0,274200,0,0,265800,
0,0,274200,0,0,265800,
0,0,274200,0,0,265800,
0,0,278400,0,0,261600,
0,0,278400,0,0,261600,
0,0,278400,0,0,261600,
0,0,279000,0,0,261000,
0,0,279000,0,0,261000,
0,0,279000,0,0,261000,
0,0,286800,0,0,253200,
0,0,286800,0,0,253200,
0,0,286800,0,0,253200,
0,0,287400,0,0,252600,
0,0,287400,0,0,252600,
0,0,292800,0,0,247200,
0,0,292200,0,0,247800,
0,0,292200,0,0,247800,
0,0,292200,0,0,247800,
0,0,291600,0,0,248400,
0,0,291600,0,0,248400,
0,0,291600,0,0,248400,
0,0,280200,0,0,259800,
0,0,274800,0,0,265200,
0,0,274800,0,0,265200,
0,0,275400,0,0,264600,
0,0,277200,0,0,262800,
0,0,266400,0,0,273600,
0,0,262200,0,0,277800,
0,0,253200,0,0,286800,
0,0,255000,0,0,285000,
0,0,257400,0,0,282600,
0,0,262800,0,0,277200,
0,0,262800,0,0,277200,
0,0,268800,0,0,271200,
0,0,268800,0,0,271200,
0,0,270600,0,0,269400,
0,0,270000,0,0,270000,
0,0,270000,0,0,270000,
0,0,270000,0,0,270000,
0,0,269400,0,0,270600,
0,0,269400,0,0,270600,
0,0,269400,0,0,270600,
0,0,261900,0,0,278100,
0,0,261900,0,0,278100,
0,0,261900,0,0,278100,
0,0,262500,0,0,277500,
0,0,264300,0,0,275700,
0,0,264300,0,0,275700,
0,0,264900,0,0,275100,
0,0,264900,0,0,275100,
0,0,264900,0,0,275100,
0,0,257100,0,0,282900,
0,0,262500,0,0,277500,
0,0,257100,0,0,282900,
0,0,257700,0,0,282300,
0,0,257700,0,0,282300,
0,0,270300,0,0,269700,
0,0,270900,0,0,269100,
0,0,276300,0,0,263700,
0,0,276300,0,0,263700,
0,0,287700,0,0,252300,
0,0,296700,0,0,243300,
0,0,303900,0,0,236100,
0,0,304500,0,0,235500,
0,0,299100,0,0,240900,
0,0,299100,0,0,240900,
0,0,298500,0,0,241500,
0,0,298500,0,0,241500,
0,0,298500,0,0,241500,
0,0,292500,0,0,247500,
0,0,292500,0,0,247500,
0,0,285300,0,0,254700,
0,0,285900,0,0,254100,
0,0,285900,0,0,254100,
0,0,285900,0,0,254100,
0,0,285300,0,0,254700,
0,0,281700,0,0,258300,
0,0,281700,0,0,258300,
0,0,282300,0,0,257700,
0,0,282300,0,0,257700,
0,0,278700,0,0,261300,
0,0,278100,0,0,261900,
0,0,278100,0,0,261900,
0,0,278100,0,0,261900,
0,0,278700,0,0,261300,
0,0,278700,0,0,261300,
0,0,278700,0,0,261300,
0,0,272700,0,0,267300,
0,0,272700,0,0,267300,
0,0,267300,0,0,272700,
0,0,267900,0,0,272100,
0,0,275100,0,0,264900,
0,0,284100,0,0,255900,
0,0,293700,0,0,246300,
0,0,293700,0,0,246300,
0,0,293700,0,0,246300,
0,0,294300,0,0,245700,
0,0,294300,0,0,245700,
0,0,301500,0,0,238500,
0,0,300900,0,0,239100,
0,0,300900,0,0,239100,
0,0,300900,0,0,239100,
0,0,300300,0,0,239700,
0,0,296700,0,0,243300,
0,0,296700,0,0,243300,
0,0,296700,0,0,243300,
0,0,293100,0,0,246900,
0,0,293100,0,0,246900,
0,0,287100,0,0,252900,
0,0,287100,0,0,252900,
0,0,288900,0,0,251100,
0,0,289500,0,0,250500,
0,0,289500,0,0,250500,
0,0,302100,0,0,237900,
0,0,301500,0,0,238500,
0,0,301500,0,0,238500,
0,0,308700,0,0,231300,
0,0,309300,0,0,230700,
0,0,309300,0,0,230700,
0,0,309300,0,0,230700,
0,0,315300,0,0,224700,
0,0,315300,0,0,224700,
0,0,318900,0,0,221100,
0,0,318300,0,0,221700,
0,0,307500,0,0,232500,
0,0,300300,0,0,239700,
0,0,299700,0,0,240300,
0,0,299700,0,0,240300,
0,0,294300,0,0,245700,
0,0,293700,0,0,246300,
0,0,293700,0,0,246300,
0,0,293700,0,0,246300,
0,0,301500,0,0,238500,
0,0,312300,0,0,227700,
0,0,312300,0,0,227700,
0,0,312900,0,0,227100,
0,0,312900,0,0,227100,
0,0,312900,0,0,227100,
0,0,313500,0,0,226500,
0,0,309900,0,0,230100,
0,0,309900,0,0,230100,
0,0,309300,0,0,230700,
0,0,309300,0,0,230700,
0,0,309300,0,0,230700,
0,0,315300,0,0,224700,
0,0,311700,0,0,228300,
0,0,311700,0,0,228300,
0,0,319500,0,0,220500,
0,0,319500,0,0,220500,
0,0,323100,0,0,216900,
0,0,315600,0,0,224400,
0,0,315600,0,0,224400,
0,0,315600,0,0,224400,
0,0,315000,0,0,225000,
0,0,315000,0,0,225000,
0,0,316800,0,0,223200,
0,0,317400,0,0,222600,
0,0,317400,0,0,222600,
0,0,324600,0,0,215400,
0,0,324000,0,0,216000,
0,0,324000,0,0,216000,
0,0,324000,0,0,216000,
0,0,314400,0,0,225600,
0,0,321600,0,0,218400,
0,0,321600,0,0,218400,
0,0,315600,0,0,224400,
0,0,310200,0,0,229800,
0,0,310200,0,0,229800,
0,0,307800,0,0,232200,
0,0,307800,0,0,232200,
0,0,313200,0,0,226800,
0,0,322800,0,0,217200,
0,0,324600,0,0,215400,
0,0,324600,0,0,215400,
0,0,325200,0,0,214800,
0,0,325200,0,0,214800,
0,0,325200,0,0,214800,
0,0,325800,0,0,214200,
0,0,325800,0,0,214200,
0,0,329400,0,0,210600,
0,0,328800,0,0,211200,
0,0,328800,0,0,211200,
0,0,327000,0,0,213000,
0,0,336600,0,0,203400,
0,0,336600,0,0,203400,
0,0,336600,0,0,203400,
0,0,336600,0,0,203400,
0,0,336600,0,0,203400,
0,0,336600,0,0,203400,
0,0,340800,0,0,199200,
0,0,340800,0,0,199200,
0,0,335400,0,0,204600,
0,0,341400,0,0,198600,
0,0,343200,0,0,196800,
0,0,343200,0,0,196800,
0,0,335700,0,0,204300,
0,0,335700,0,0,204300,
0,0,341100,0,0,198900,
0,0,340500,0,0,199500,
0,0,345900,0,0,194100,
0,0,345900,0,0,194100,
0,0,346500,0,0,193500,
0,0,346500,0,0,193500,
0,0,346500,0,0,193500,
0,0,335100,0,0,204900,
0,0,335100,0,0,204900,
0,0,340500,0,0,199500,
0,0,334500,0,0,205500,
0,0,334500,0,0,205500,
0,0,334500,0,0,205500,
0,0,342300,0,0,197700,
0,0,340500,0,0,199500,
0,0,340500,0,0,199500,
0,0,339900,0,0,200100,
0,0,332700,0,0,207300,
0,0,336300,0,0,203700,
0,0,335700,0,0,204300,
0,0,335700,0,0,204300,
0,0,335700,0,0,204300,
0,0,335100,0,0,204900,
0,0,335100,0,0,204900,
0,0,335100,0,0,204900,
0,0,341100,0,0,198900,
0,0,337500,0,0,202500,
0,0,337500,0,0,202500,
0,0,345000,0,0,195000,
0,0,345000,0,0,195000,
0,0,345000,0,0,195000,
0,0,344400,0,0,195600,
0,0,344400,0,0,195600,
0,0,344400,0,0,195600,
0,0,343800,0,0,196200,
0,0,343800,0,0,196200,
0,0,343800,0,0,196200,
0,0,344400,0,0,195600,
0,0,344400,0,0,195600,
0,0,351600,0,0,188400,
0,0,343800,0,0,196200,
0,0,345600,0,0,194400,
0,0,338400,0,0,201600,
0,0,339000,0,0,201000,
0,0,335400,0,0,204600,
0,0,346200,0,0,193800,
0,0,355800,0,0,184200,
0,0,355800,0,0,184200,
0,0,350400,0,0,189600,
0,0,351000,0,0,189000,
0,0,354600,0,0,185400,
0,0,354600,0,0,185400,
0,0,345000,0,0,195000,
0,0,346800,0,0,193200,
0,0,346800,0,0,193200,
0,0,352800,0,0,187200,
0,0,352800,0,0,187200,
0,0,343800,0,0,196200,
0,0,349800,0,0,190200,
0,0,349800,0,0,190200,
0,0,349800,0,0,190200,
0,0,361200,0,0,178800,
0,0,361200,0,0,178800,
0,0,363000,0,0,177000,
0,0,369000,0,0,171000,
0,0,369000,0,0,171000,
0,0,369000,0,0,171000,
0,0,357600,0,0,182400,
0,0,357600,0,0,182400,
0,0,364800,0,0,175200,
0,0,364200,0,0,175800,
0,0,367800,0,0,172200,
0,0,367800,0,0,172200,
0,0,373800,0,0,166200,
0,0,364800,0,0,175200,
0,0,364800,0,0,175200,
0,0,365400,0,0,174600,
0,0,354600,0,0,185400,
0,0,354600,0,0,185400,
0,0,355200,0,0,184800,
0,0,355200,0,0,184800,
0,0,360600,0,0,179400,
0,0,361200,0,0,178800,
0,0,361200,0,0,178800,
0,0,361200,0,0,178800,
0,0,355500,0,0,184500,
0,0,355500,0,0,184500,
0,0,355500,0,0,184500,
0,0,344100,0,0,195900,
0,0,331500,0,0,208500,
0,0,324300,0,0,215700,
0,0,321900,0,0,218100,
0,0,321900,0,0,218100,
0,0,321900,0,0,218100,
0,0,321300,0,0,218700,
0,0,323100,0,0,216900,
0,0,323100,0,0,216900,
0,0,330600,0,0,209400,
0,0,330600,0,0,209400,
0,0,330600,0,0,209400,
0,0,330000,0,0,210000,
0,0,333600,0,0,206400,
0,0,333600,0,0,206400,
0,0,337800,0,0,202200,
0,0,337800,0,0,202200,
0,0,345000,0,0,195000,
0,0,333600,0,0,206400,
0,0,333600,0,0,206400,
0,0,342600,0,0,197400,
0,0,340200,0,0,199800,
0,0,336600,0,0,203400,
0,0,336600,0,0,203400,
0,0,327000,0,0,213000,
0,0,327000,0,0,213000,
0,0,327000,0,0,213000,
0,0,327600,0,0,212400,
0,0,327600,0,0,212400,
0,0,327600,0,0,212400,
0,0,323400,0,0,216600,
0,0,323400,0,0,216600,
0,0,323400,0,0,216600,
0,0,325800,0,0,214200,
0,0,325800,0,0,214200,
0,0,325800,0,0,214200,
0,0,325200,0,0,214800,
0,0,325200,0,0,214800,
0,0,325200,0,0,214800,
0,0,325200,0,0,214800,
0,0,325200,0,0,214800,
0,0,325200,0,0,214800,
0,0,336600,0,0,203400,
0,0,336600,0,0,203400,
0,0,336600,0,0,203400,
0,0,346200,0,0,193800,
0,0,346200,0,0,193800,
0,0,355200,0,0,184800,
0,0,354600,0,0,185400,
0,0,354600,0,0,185400,
0,0,352800,0,0,187200,
0,0,353400,0,0,186600,
0,0,353400,0,0,186600,
0,0,351600,0,0,188400,
0,0,342000,0,0,198000,
0,0,342000,0,0,198000,
0,0,342000,0,0,198000,
0,0,342600,0,0,197400,
0,0,342600,0,0,197400,
0,0,342600,0,0,197400,
0,0,348600,0,0,191400,
0,0,348600,0,0,191400,
0,0,348600,0,0,191400,
0,0,348000,0,0,192000,
0,0,348000,0,0,192000,
0,0,353400,0,0,186600,
0,0,354000,0,0,186000,
0,0,354000,0,0,186000,
0,0,354000,0,0,186000,
0,0,344400,0,0,195600,
0,0,344400,0,0,195600,
0,0,344400,0,0,195600,
0,0,343800,0,0,196200,
0,0,347400,0,0,192600,
0,0,347400,0,0,192600,
0,0,348000,0,0,192000,
0,0,353400,0,0,186600,
0,0,360600,0,0,179400,
0,0,372000,0,0,168000,
0,0,372000,0,0,168000,
0,0,372000,0,0,168000,
0,0,372600,0,0,167400,
0,0,372600,0,0,167400,
0,0,372600,0,0,167400,
0,0,368400,0,0,171600,
0,0,368400,0,0,171600,
0,0,368400,0,0,171600,
0,0,369000,0,0,171000,
0,0,376200,0,0,163800,
0,0,365400,0,0,174600,
0,0,366000,0,0,174000,
0,0,366000,0,0,174000,
0,0,366000,0,0,174000,
0,0,366600,0,0,173400,
0,0,366600,0,0,173400,
0,0,357600,0,0,182400,
0,0,357000,0,0,183000,
0,0,357000,0,0,183000,
0,0,355200,0,0,184800,
0,0,354600,0,0,185400,
0,0,358200,0,0,181800,
0,0,370800,0,0,169200,
0,0,376800,0,0,163200,
0,0,376800,0,0,163200,
0,0,376800,0,0,163200,
0,0,377400,0,0,162600,
0,0,377400,0,0,162600,
0,0,388200,0,0,151800,
0,0,387600,0,0,152400,
0,0,378600,0,0,161400,
0,0,378600,0,0,161400,
0,0,376200,0,0,163800,
0,0,376200,0,0,163800,
0,0,381600,0,0,158400,
0,0,387300,0,0,152700,
0,0,387300,0,0,152700,
0,0,392700,0,0,147300,
0,0,381300,0,0,158700,
0,0,374100,0,0,165900,
0,0,374100,0,0,165900,
0,0,374700,0,0,165300,
0,0,374700,0,0,165300,
0,0,374700,0,0,165300,
0,0,384300,0,0,155700,
0,0,384300,0,0,155700,
0,0,384300,0,0,155700,
0,0,374700,0,0,165300,
0,0,374700,0,0,165300,
0,0,371100,0,0,168900,
0,0,371700,0,0,168300,
0,0,371700,0,0,168300,
0,0,371700,0,0,168300,
0,0,371100,0,0,168900,
0,0,371100,0,0,168900,
0,0,371100,0,0,168900,
0,0,371700,0,0,168300,
0,0,371700,0,0,168300,
0,0,384300,0,0,155700,
0,0,391800,0,0,148200,
0,0,391800,0,0,148200,
0,0,391800,0,0,148200,
0,0,387600,0,0,152400,
0,0,391200,0,0,148800,
0,0,382200,0,0,157800,
0,0,382800,0,0,157200,
0,0,382800,0,0,157200,
0,0,382800,0,0,157200,
0,0,383400,0,0,156600,
0,0,387000,0,0,153000,
0,0,387000,0,0,153000,
0,0,387600,0,0,152400,
0,0,387600,0,0,152400,
0,0,389400,0,0,150600,
0,0,388800,0,0,151200,
0,0,394200,0,0,145800,
0,0,396000,0,0,144000,
0,0,402000,0,0,138000,
0,0,403800,0,0,136200,
0,0,403800,0,0,136200,
0,0,403200,0,0,136800,
0,0,408600,0,0,131400,
0,0,408600,0,0,131400,
0,0,412800,0,0,127200,
0,0,412800,0,0,127200,
0,0,412800,0,0,127200,
0,0,413400,0,0,126600,
0,0,413400,0,0,126600,
0,0,413400,0,0,126600,
0,0,411000,0,0,129000,
0,0,411000,0,0,129000,
0,0,411000,0,0,129000,
0,0,411600,0,0,128400,
0,0,411600,0,0,128400,
0,0,411600,0,0,128400,
0,0,411000,0,0,129000,
0,0,411000,0,0,129000,
0,0,411000,0,0,129000,
0,0,410400,0,0,129600,
0,0,410400,0,0,129600,
0,0,410400,0,0,129600,
0,0,409800,0,0,130200,
0,0,409800,0,0,130200,
0,0,409800,0,0,130200,
0,0,410400,0,0,129600,
0,0,410400,0,0,129600,
0,0,410400,0,0,129600,
0,0,410400,0,0,129600,
0,0,410400,0,0,129600,
0,0,451800,0,0,88200,
0,0,463200,0,0,76800,
0,0,465000,0,0,75000,
0,0,465000,0,0,75000,
0,0,469200,0,0,70800,
0,0,465600,0,0,74400,
0,0,465600,0,0,74400,
0,0,463200,0,0,76800,
0,0,463200,0,0,76800,
0,0,463200,0,0,76800,
0,0,448200,0,0,91800,
0,0,448200,0,0,91800,
0,0,448200,0,0,91800,
0,0,448200,0,0,91800,
0,0,451800,0,0,88200,
0,0,451800,0,0,88200,
0,0,457800,0,0,82200,
0,0,457800,0,0,82200,
0,0,457800,0,0,82200,
0,0,450000,0,0,90000,
0,0,450000,0,0,90000,
0,0,450000,0,0,90000,
0,0,450600,0,0,89400,
0,0,450600,0,0,89400,
0,0,450600,0,0,89400,
0,0,451200,0,0,88800,
0,0,447600,0,0,92400,
0,0,449400,0,0,90600,
0,0,438000,0,0,102000,
0,0,438000,0,0,102000,
0,0,438000,0,0,102000,
0,0,437400,0,0,102600,
0,0,437400,0,0,102600,
0,0,435600,0,0,104400,
0,0,426000,0,0,114000,
0,0,426000,0,0,114000,
0,0,426000,0,0,114000,
0,0,414600,0,0,125400,
0,0,414600,0,0,125400,
0,0,414600,0,0,125400,
0,0,410400,0,0,129600,
0,0,410400,0,0,129600,
0,0,410400,0,0,129600,
0,0,421800,0,0,118200,
0,0,425400,0,0,114600,
0,0,425400,0,0,114600,
0,0,436500,0,0,103500,
0,0,438300,0,0,101700,
0,0,438300,0,0,101700,
0,0,432300,0,0,107700,
0,0,432300,0,0,107700,
0,0,432300,0,0,107700,
0,0,431700,0,0,108300,
0,0,424500,0,0,115500,
0,0,424500,0,0,115500,
0,0,423900,0,0,116100,
0,0,423900,0,0,116100,
0,0,423900,0,0,116100,
0,0,416100,0,0,123900,
0,0,416100,0,0,123900,
0,0,416100,0,0,123900,
0,0,415500,0,0,124500,
0,0,415500,0,0,124500,
0,0,415500,0,0,124500,
0,0,416100,0,0,123900,
0,0,412500,0,0,127500,
0,0,412500,0,0,127500,
0,0,416700,0,0,123300,
0,0,423900,0,0,116100,
0,0,425700,0,0,114300,
0,0,421500,0,0,118500,
0,0,421500,0,0,118500,
0,0,421500,0,0,118500,
0,0,414000,0,0,126000,
0,0,415800,0,0,124200,
0,0,415800,0,0,124200,
0,0,423600,0,0,116400,
0,0,423600,0,0,116400,
0,0,423600,0,0,116400,
0,0,423000,0,0,117000,
0,0,423000,0,0,117000,
0,0,414000,0,0,126000,
0,0,421800,0,0,118200,
0,0,421800,0,0,118200,
0,0,420000,0,0,120000,
0,0,419400,0,0,120600,
0,0,419400,0,0,120600,
0,0,424800,0,0,115200,
0,0,434400,0,0,105600,
0,0,434400,0,0,105600,
0,0,429000,0,0,111000,
0,0,417600,0,0,122400,
0,0,417600,0,0,122400,
0,0,417600,0,0,122400,
0,0,417000,0,0,123000,
0,0,417000,0,0,123000,
0,0,418800,0,0,121200,
0,0,426600,0,0,113400,
0,0,426600,0,0,113400,
0,0,426600,0,0,113400,
0,0,426000,0,0,114000,
0,0,435000,0,0,105000,
0,0,435000,0,0,105000,
0,0,430800,0,0,109200,
0,0,430800,0,0,109200,
0,0,430800,0,0,109200,
0,0,423000,0,0,117000,
0,0,410400,0,0,129600,
0,0,410400,0,0,129600,
0,0,421800,0,0,118200,
0,0,421800,0,0,118200,
0,0,425400,0,0,114600,
0,0,417900,0,0,122100,
0,0,410700,0,0,129300,
0,0,410700,0,0,129300,
0,0,411300,0,0,128700,
0,0,414900,0,0,125100,
0,0,414900,0,0,125100,
0,0,414300,0,0,125700,
0,0,401700,0,0,138300,
0,0,401700,0,0,138300,
0,0,401100,0,0,138900,
0,0,401100,0,0,138900,
0,0,402900,0,0,137100,
0,0,403500,0,0,136500,
0,0,403500,0,0,136500,
0,0,401700,0,0,138300,
0,0,411300,0,0,128700,
0,0,414900,0,0,125100,
0,0,416700,0,0,123300,
0,0,417300,0,0,122700,
0,0,417300,0,0,122700,
0,0,420900,0,0,119100,
0,0,420300,0,0,119700,
0,0,429300,0,0,110700,
0,0,429300,0,0,110700,
0,0,428700,0,0,111300,
0,0,428700,0,0,111300,
0,0,428700,0,0,111300,
0,0,429300,0,0,110700,
0,0,440100,0,0,99900,
0,0,440100,0,0,99900,
0,0,428700,0,0,111300,
0,0,428700,0,0,111300,
0,0,428700,0,0,111300,
0,0,429300,0,0,110700,
0,0,432900,0,0,107100,
0,0,434700,0,0,105300,
0,0,423300,0,0,116700,
0,0,423300,0,0,116700,
0,0,435900,0,0,104100,
0,0,435300,0,0,104700,
0,0,442500,0,0,97500,
0,0,442500,0,0,97500,
0,0,450300,0,0,89700,
0,0,450300,0,0,89700,
0,0,443100,0,0,96900,
0,0,447300,0,0,92700,
0,0,447300,0,0,92700,
0,0,447300,0,0,92700,
0,0,446700,0,0,93300,
0,0,446700,0,0,93300,
0,0,444900,0,0,95100,
0,0,457800,0,0,82200,
0,0,457800,0,0,82200,
0,0,457800,0,0,82200,
0,0,457200,0,0,82800,
0,0,459000,0,0,81000,
0,0,464400,0,0,75600,
0,0,470400,0,0,69600,
0,0,470400,0,0,69600,
0,0,481200,0,0,58800,
0,0,480600,0,0,59400,
0,0,480600,0,0,59400,
0,0,480600,0,0,59400,
0,0,476400,0,0,63600,
0,0,467400,0,0,72600,
0,0,467400,0,0,72600,
0,0,468000,0,0,72000,
0,0,477000,0,0,63000,
0,0,477000,0,0,63000,
0,0,476400,0,0,63600,
0,0,476400,0,0,63600,
0,0,476400,0,0,63600,
0,0,475800,0,0,64200,
0,0,475800,0,0,64200,
0,0,475800,0,0,64200,
0,0,475200,0,0,64800,
0,0,475200,0,0,64800,
0,0,478800,0,0,61200,
0,0,467400,0,0,72600,
0,0,467400,0,0,72600,
0,0,467400,0,0,72600,
0,0,467400,0,0,72600,
0,0,467400,0,0,72600,
0,0,467400,0,0,72600,
0,0,475200,0,0,64800,
0,0,477000,0,0,63000,
0,0,471600,0,0,68400,
0,0,471000,0,0,69000,
0,0,476400,0,0,63600,
0,0,483600,0,0,56400,
0,0,483000,0,0,57000,
0,0,481200,0,0,58800,
0,0,481200,0,0,58800,
0,0,481800,0,0,58200,
0,0,489000,0,0,51000,
0,0,489000,0,0,51000,
0,0,488400,0,0,51600,
0,0,488400,0,0,51600,
0,0,486600,0,0,53400,
0,0,478800,0,0,61200,
0,0,489600,0,0,50400,
0,0,489600,0,0,50400,
0,0,490200,0,0,49800,
0,0,490200,0,0,49800,
0,0,490200,0,0,49800,
0,0,490800,0,0,49200,
0,0,490800,0,0,49200,
0,0,492600,0,0,47400,
0,0,496800,0,0,43200,
0,0,491400,0,0,48600,
0,0,493200,0,0,46800,
0,0,492600,0,0,47400,
0,0,492600,0,0,47400,
0,0,481800,0,0,58200,
0,0,481200,0,0,58800,
0,0,483000,0,0,57000,
0,0,488400,0,0,51600,
0,0,498000,0,0,42000,
0,0,498000,0,0,42000,
0,0,492600,0,0,47400,
0,0,501900,0,0,38100,
0,0,494700,0,0,45300,
0,0,482100,0,0,57900,
0,0,472500,0,0,67500,
0,0,472500,0,0,67500,
0,0,472500,0,0,67500,
0,0,471900,0,0,68100,
0,0,468300,0,0,71700,
0,0,468300,0,0,71700,
0,0,479700,0,0,60300,
0,0,479700,0,0,60300,
0,0,485100,0,0,54900,
0,0,484500,0,0,55500,
0,0,484500,0,0,55500,
0,0,484500,0,0,55500,
0,0,483900,0,0,56100,
0,0,489300,0,0,50700,
0,0,500100,0,0,39900,
0,0,500700,0,0,39300,
0,0,500700,0,0,39300,
0,0,500700,0,0,39300,
0,0,500100,0,0,39900,
0,0,500100,0,0,39900,
0,0,500100,0,0,39900,
0,0,499500,0,0,40500,
0,0,499500,0,0,40500,
0,0,499500,0,0,40500,
0,0,499500,0,0,40500,
0,0,499500,0,0,40500,
0,0,499500,0,0,40500,
0,0,507300,0,0,32700,
0,0,507300,0,0,32700,
0,0,507300,0,0,32700,
0,0,506700,0,0,33300,
0,0,508500,0,0,31500,
0,0,508500,0,0,31500,
0,0,509100,0,0,30900,
0,0,509100,0,0,30900,
0,0,510900,0,0,29100,
0,0,511500,0,0,28500,
0,0,511500,0,0,28500,
0,0,511500,0,0,28500,
0,0,512100,0,0,27900,
0,0,512100,0,0,27900,
0,0,499500,0,0,40500,
0,0,498900,0,0,41100,
0,0,498900,0,0,41100,
0,0,498900,0,0,41100,
0,0,498300,0,0,41700,
0,0,500100,0,0,39900,
0,0,492900,0,0,47100,
0,0,492300,0,0,47700,
0,0,492300,0,0,47700,
0,0,492300,0,0,47700,
0,0,492900,0,0,47100,
0,0,492900,0,0,47100,
0,0,485700,0,0,54300,
0,0,486300,0,0,53700,
0,0,486300,0,0,53700,
0,0,486300,0,0,53700,
0,0,480300,0,0,59700,
0,0,480300,0,0,59700,
0,0,476700,0,0,63300,
0,0,476100,0,0,63900,
0,0,476100,0,0,63900,
0,0,476100,0,0,63900,
