EXPECTATION,EXPECTATION,SIMPLE_RANGE_EXP_IMP,EXACT_RANGE_EXP,EXACT_RANGE_EXP
20700,100,29000,200,0
20700,100,29000,200,0
21900,100,27800,200,0
21900,100,27800,200,0
22200,100,27500,200,0
22200,100,27500,200,0
22200,100,27500,200,0
21900,100,27800,200,0
21900,100,27800,200,0
22200,100,27500,200,0
22200,100,27500,200,0
22200,100,27500,200,0
22800,100,26900,200,0
22800,100,26900,200,0
22200,100,27500,200,0
22200,100,27500,200,0
22200,100,27500,200,0
21900,100,27800,200,0
21900,100,27800,200,0
22200,100,27500,200,0
22200,100,27500,200,0
22200,100,27500,200,0
22800,100,26900,200,0
22800,100,26900,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24000,100,25700,200,0
24000,100,25700,200,0
25500,100,24200,200,0
25500,100,24200,200,0
25500,100,24200,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24000,100,25700,200,0
24000,100,25700,200,0
25500,100,24200,200,0
25500,100,24200,200,0
25500,100,24200,200,0
25200,100,24500,200,0
25200,100,24500,200,0
25500,100,24200,200,0
25500,100,24200,200,0
25500,100,24200,200,0
25200,100,24500,200,0
25200,100,24500,200,0
25500,100,24200,200,0
25500,100,24200,200,0
25500,100,24200,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24300,100,25400,200,0
23400,100,26300,200,0
23400,100,26300,200,0
21900,100,27800,200,0
21900,100,27800,200,0
21900,100,27800,200,0
21600,100,28100,200,0
21600,100,28100,200,0
23100,100,26600,200,0
23100,100,26600,200,0
23100,100,26600,200,0
23700,100,26000,200,0
23700,100,26000,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24000,100,25700,200,0
23700,100,26000,200,0
23700,100,26000,200,0
25200,100,24500,200,0
25200,100,24500,200,0
25200,100,24500,200,0
24900,100,24800,200,0
24900,100,24800,200,0
25200,100,24500,200,0
25200,100,24500,200,0
25200,100,24500,200,0
26100,100,23600,200,0
26100,100,23600,200,0
26400,100,23300,200,0
26400,100,23300,200,0
26400,100,23300,200,0
26100,100,23600,200,0
26100,100,23600,200,0
26400,100,23300,200,0
26400,100,23300,200,0
26400,100,23300,200,0
26100,100,23600,200,0
26100,100,23600,200,0
26400,100,23300,200,0
26400,100,23300,200,0
26400,100,23300,200,0
26100,100,23600,200,0
26100,100,23600,200,0
26400,100,23300,200,0
26400,100,23300,200,0
26400,100,23300,200,0
26100,100,23600,200,0
26100,100,23600,200,0
26400,100,23300,200,0
26400,100,23300,200,0
26400,100,23300,200,0
27000,100,22700,200,0
27000,100,22700,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27000,100,22700,200,0
27000,100,22700,200,0
28500,100,21200,200,0
28500,100,21200,200,0
28500,100,21200,200,0
28200,100,21500,200,0
28200,100,21500,200,0
28500,100,21200,200,0
28500,100,21200,200,0
28500,100,21200,200,0
30000,100,19700,200,0
30000,100,19700,200,0
30300,100,19400,200,0
30300,100,19400,200,0
30300,100,19400,200,0
30000,100,19700,200,0
30000,100,19700,200,0
30300,100,19400,200,0
30300,100,19400,200,0
30300,100,19400,200,0
30000,100,19700,200,0
30000,100,19700,200,0
30300,100,19400,200,0
30300,100,19400,200,0
30300,100,19400,200,0
30000,100,19700,200,0
30000,100,19700,200,0
28800,100,20900,200,0
28800,100,20900,200,0
28800,100,20900,200,0
28500,100,21200,200,0
28500,100,21200,200,0
28800,100,20900,200,0
28800,100,20900,200,0
28800,100,20900,200,0
30000,100,19700,200,0
30000,100,19700,200,0
29100,100,20600,200,0
29100,100,20600,200,0
29100,100,20600,200,0
28800,100,20900,200,0
28800,100,20900,200,0
29400,100,20300,200,0
29400,100,20300,200,0
29400,100,20300,200,0
29100,100,20600,200,0
29100,100,20600,200,0
29400,100,20300,200,0
29400,100,20300,200,0
29400,100,20300,200,0
28800,100,20900,200,0
28800,100,20900,200,0
27900,100,21800,200,0
27900,100,21800,200,0
27900,100,21800,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27600,100,22100,200,0
27600,100,22100,200,0
27600,100,22100,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27600,100,22100,200,0
27600,100,22100,200,0
27600,100,22100,200,0
27000,100,22700,200,0
27000,100,22700,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27000,100,22700,200,0
27000,100,22700,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27000,100,22700,200,0
27000,100,22700,200,0
25500,100,24200,200,0
25500,100,24200,200,0
25500,100,24200,200,0
25200,100,24500,200,0
25200,100,24500,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24600,100,25100,200,0
25200,100,24500,200,0
25200,100,24500,200,0
25500,100,24200,200,0
25500,100,24200,200,0
25500,100,24200,200,0
25200,100,24500,200,0
25200,100,24500,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24000,100,25700,200,0
24000,100,25700,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23100,100,26600,200,0
23100,100,26600,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23100,100,26600,200,0
23100,100,26600,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23100,100,26600,200,0
23100,100,26600,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23400,100,26300,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24000,100,25700,200,0
24000,100,25700,200,0
22800,100,26900,200,0
22800,100,26900,200,0
22800,100,26900,200,0
22500,100,27200,200,0
22500,100,27200,200,0
22800,100,26900,200,0
22800,100,26900,200,0
22800,100,26900,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24000,100,25700,200,0
24000,100,25700,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23100,100,26600,200,0
23100,100,26600,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24600,100,25100,200,0
25500,100,24200,200,0
25500,100,24200,200,0
27000,100,22700,200,0
27000,100,22700,200,0
27000,100,22700,200,0
26400,100,23300,200,0
26400,100,23300,200,0
26700,100,23000,200,0
26700,100,23000,200,0
26700,100,23000,200,0
26400,100,23300,200,0
26400,100,23300,200,0
26700,100,23000,200,0
26700,100,23000,200,0
26700,100,23000,200,0
26400,100,23300,200,0
26400,100,23300,200,0
26700,100,23000,200,0
26700,100,23000,200,0
26700,100,23000,200,0
26400,100,23300,200,0
26400,100,23300,200,0
25800,100,23900,200,0
25800,100,23900,200,0
25800,100,23900,200,0
25500,100,24200,200,0
25500,100,24200,200,0
25800,100,23900,200,0
25800,100,23900,200,0
25800,100,23900,200,0
25500,100,24200,200,0
25500,100,24200,200,0
25800,100,23900,200,0
25800,100,23900,200,0
25800,100,23900,200,0
25500,100,24200,200,0
25500,100,24200,200,0
25800,100,23900,200,0
25800,100,23900,200,0
25800,100,23900,200,0
25500,100,24200,200,0
25500,100,24200,200,0
25800,100,23900,200,0
25800,100,23900,200,0
25800,100,23900,200,0
25500,100,24200,200,0
25500,100,24200,200,0
25800,100,23900,200,0
25800,100,23900,200,0
25800,100,23900,200,0
25500,100,24200,200,0
25500,100,24200,200,0
25800,100,23900,200,0
25800,100,23900,200,0
25800,100,23900,200,0
25500,100,24200,200,0
25500,100,24200,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24300,100,25400,200,0
24300,100,25400,200,0
23100,100,26600,200,0
23100,100,26600,200,0
23100,100,26600,200,0
22800,100,26900,200,0
22800,100,26900,200,0
23100,100,26600,200,0
23100,100,26600,200,0
23100,100,26600,200,0
22800,100,26900,200,0
22800,100,26900,200,0
23100,100,26600,200,0
23100,100,26600,200,0
23100,100,26600,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24900,100,24800,200,0
24900,100,24800,200,0
23700,100,26000,200,0
23700,100,26000,200,0
23700,100,26000,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23700,100,26000,200,0
23700,100,26000,200,0
23700,100,26000,200,0
23400,100,26300,200,0
23400,100,26300,200,0
22800,100,26900,200,0
22800,100,26900,200,0
22800,100,26900,200,0
22500,100,27200,200,0
22500,100,27200,200,0
22800,100,26900,200,0
22800,100,26900,200,0
22800,100,26900,200,0
22500,100,27200,200,0
22500,100,27200,200,0
22800,100,26900,200,0
22800,100,26900,200,0
22800,100,26900,200,0
22500,100,27200,200,0
22500,100,27200,200,0
22800,100,26900,200,0
22800,100,26900,200,0
22800,100,26900,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23700,100,26000,200,0
23700,100,26000,200,0
23700,100,26000,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23700,100,26000,200,0
23700,100,26000,200,0
23700,100,26000,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23700,100,26000,200,0
23700,100,26000,200,0
23700,100,26000,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23700,100,26000,200,0
23700,100,26000,200,0
23700,100,26000,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23700,100,26000,200,0
23700,100,26000,200,0
23700,100,26000,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23700,100,26000,200,0
23700,100,26000,200,0
23700,100,26000,200,0
24600,100,25100,200,0
24600,100,25100,200,0
23700,100,26000,200,0
23700,100,26000,200,0
23700,100,26000,200,0
23100,100,26600,200,0
23100,100,26600,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23100,100,26600,200,0
23100,100,26600,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23100,100,26600,200,0
23100,100,26600,200,0
22500,100,27200,200,0
22500,100,27200,200,0
22500,100,27200,200,0
22200,100,27500,200,0
22200,100,27500,200,0
22500,100,27200,200,0
22500,100,27200,200,0
22500,100,27200,200,0
22200,100,27500,200,0
22200,100,27500,200,0
22500,100,27200,200,0
22500,100,27200,200,0
22500,100,27200,200,0
21600,100,28100,200,0
21600,100,28100,200,0
21900,100,27800,200,0
21900,100,27800,200,0
21900,100,27800,200,0
21600,100,28100,200,0
21600,100,28100,200,0
21900,100,27800,200,0
21900,100,27800,200,0
21900,100,27800,200,0
21600,100,28100,200,0
21600,100,28100,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20400,100,29300,200,0
19500,100,30200,200,0
19500,100,30200,200,0
19800,100,29900,200,0
19800,100,29900,200,0
19800,100,29900,200,0
19500,100,30200,200,0
19500,100,30200,200,0
19800,100,29900,200,0
19800,100,29900,200,0
19800,100,29900,200,0
19500,100,30200,200,0
19500,100,30200,200,0
18900,100,30800,200,0
18900,100,30800,200,0
18900,100,30800,200,0
18600,100,31100,200,0
18600,100,31100,200,0
18900,100,30800,200,0
18900,100,30800,200,0
18900,100,30800,200,0
18600,100,31100,200,0
18600,100,31100,200,0
18900,100,30800,200,0
18900,100,30800,200,0
18900,100,30800,200,0
18300,100,31400,200,0
18300,100,31400,200,0
17700,100,32000,200,0
17700,100,32000,200,0
17700,100,32000,200,0
18300,100,31400,200,0
18300,100,31400,200,0
18600,100,31100,200,0
18600,100,31100,200,0
18600,100,31100,200,0
18300,100,31400,200,0
18300,100,31400,200,0
17700,100,32000,200,0
17700,100,32000,200,0
17700,100,32000,200,0
17100,100,32600,200,0
17100,100,32600,200,0
16500,100,33200,200,0
16500,100,33200,200,0
16500,100,33200,200,0
16200,100,33500,200,0
16200,100,33500,200,0
16500,100,33200,200,0
16500,100,33200,200,0
16500,100,33200,200,0
17400,100,32300,200,0
17400,100,32300,200,0
17700,100,32000,200,0
17700,100,32000,200,0
17700,100,32000,200,0
17400,100,32300,200,0
17400,100,32300,200,0
17700,100,32000,200,0
17700,100,32000,200,0
17700,100,32000,200,0
17100,100,32600,200,0
17100,100,32600,200,0
17400,100,32300,200,0
17400,100,32300,200,0
17400,100,32300,200,0
17100,100,32600,200,0
17100,100,32600,200,0
17400,100,32300,200,0
17400,100,32300,200,0
17400,100,32300,200,0
17100,100,32600,200,0
17100,100,32600,200,0
17400,100,32300,200,0
17400,100,32300,200,0
17400,100,32300,200,0
17100,100,32600,200,0
17100,100,32600,200,0
16500,100,33200,200,0
16500,100,33200,200,0
16500,100,33200,200,0
16200,100,33500,200,0
16200,100,33500,200,0
16500,100,33200,200,0
16500,100,33200,200,0
16500,100,33200,200,0
16200,100,33500,200,0
16200,100,33500,200,0
16500,100,33200,200,0
16500,100,33200,200,0
16500,100,33200,200,0
15900,100,33800,200,0
15900,100,33800,200,0
16200,100,33500,200,0
16200,100,33500,200,0
16200,100,33500,200,0
15900,100,33800,200,0
15900,100,33800,200,0
16200,100,33500,200,0
16200,100,33500,200,0
16200,100,33500,200,0
15900,100,33800,200,0
15900,100,33800,200,0
16200,100,33500,200,0
16200,100,33500,200,0
16200,100,33500,200,0
15900,100,33800,200,0
15900,100,33800,200,0
16200,100,33500,200,0
16200,100,33500,200,0
16200,100,33500,200,0
15900,100,33800,200,0
15900,100,33800,200,0
16200,100,33500,200,0
16200,100,33500,200,0
16200,100,33500,200,0
15900,100,33800,200,0
15900,100,33800,200,0
15300,100,34400,200,0
15300,100,34400,200,0
15300,100,34400,200,0
15000,100,34700,200,0
15000,100,34700,200,0
15300,100,34400,200,0
15300,100,34400,200,0
15300,100,34400,200,0
15000,100,34700,200,0
15000,100,34700,200,0
15300,100,34400,200,0
15300,100,34400,200,0
15300,100,34400,200,0
15900,100,33800,200,0
15900,100,33800,200,0
15300,100,34400,200,0
15300,100,34400,200,0
15300,100,34400,200,0
15000,100,34700,200,0
15000,100,34700,200,0
13500,100,36200,200,0
13500,100,36200,200,0
13500,100,36200,200,0
13200,100,36500,200,0
13200,100,36500,200,0
13500,100,36200,200,0
13500,100,36200,200,0
13500,100,36200,200,0
13200,100,36500,200,0
13200,100,36500,200,0
13500,100,36200,200,0
13500,100,36200,200,0
13500,100,36200,200,0
13200,100,36500,200,0
13200,100,36500,200,0
13500,100,36200,200,0
13500,100,36200,200,0
13500,100,36200,200,0
14100,100,35600,200,0
14100,100,35600,200,0
14400,100,35300,200,0
14400,100,35300,200,0
14400,100,35300,200,0
15000,100,34700,200,0
15000,100,34700,200,0
15300,100,34400,200,0
15300,100,34400,200,0
15300,100,34400,200,0
15000,100,34700,200,0
15000,100,34700,200,0
15300,100,34400,200,0
15300,100,34400,200,0
15300,100,34400,200,0
14400,100,35300,200,0
14400,100,35300,200,0
14700,100,35000,200,0
14700,100,35000,200,0
14700,100,35000,200,0
15900,100,33800,200,0
15900,100,33800,200,0
15000,100,34700,200,0
15000,100,34700,200,0
15000,100,34700,200,0
14700,100,35000,200,0
14700,100,35000,200,0
15000,100,34700,200,0
15000,100,34700,200,0
15000,100,34700,200,0
14400,100,35300,200,0
14400,100,35300,200,0
14700,100,35000,200,0
14700,100,35000,200,0
14700,100,35000,200,0
14400,100,35300,200,0
14400,100,35300,200,0
14700,100,35000,200,0
14700,100,35000,200,0
14700,100,35000,200,0
14400,100,35300,200,0
14400,100,35300,200,0
14700,100,35000,200,0
14700,100,35000,200,0
14700,100,35000,200,0
14400,100,35300,200,0
14400,100,35300,200,0
14700,100,35000,200,0
14700,100,35000,200,0
14700,100,35000,200,0
14400,100,35300,200,0
14400,100,35300,200,0
14700,100,35000,200,0
14700,100,35000,200,0
14700,100,35000,200,0
14400,100,35300,200,0
14400,100,35300,200,0
14700,100,35000,200,0
14700,100,35000,200,0
14700,100,35000,200,0
14400,100,35300,200,0
14400,100,35300,200,0
14700,100,35000,200,0
14700,100,35000,200,0
14700,100,35000,200,0
14400,100,35300,200,0
14400,100,35300,200,0
14700,100,35000,200,0
14700,100,35000,200,0
14700,100,35000,200,0
15600,100,34100,200,0
15600,100,34100,200,0
15900,100,33800,200,0
15900,100,33800,200,0
15900,100,33800,200,0
15600,100,34100,200,0
15600,100,34100,200,0
15900,100,33800,200,0
15900,100,33800,200,0
15900,100,33800,200,0
15000,100,34700,200,0
15000,100,34700,200,0
14400,100,35300,200,0
14400,100,35300,200,0
14400,100,35300,200,0
13800,100,35900,200,0
13800,100,35900,200,0
13200,100,36500,200,0
13200,100,36500,200,0
13200,100,36500,200,0
12900,100,36800,200,0
12900,100,36800,200,0
13200,100,36500,200,0
13200,100,36500,200,0
13200,100,36500,200,0
12900,100,36800,200,0
12900,100,36800,200,0
13200,100,36500,200,0
13200,100,36500,200,0
13200,100,36500,200,0
12900,100,36800,200,0
12900,100,36800,200,0
13200,100,36500,200,0
13200,100,36500,200,0
13200,100,36500,200,0
12600,100,37100,200,0
12600,100,37100,200,0
12000,100,37700,200,0
12000,100,37700,200,0
12000,100,37700,200,0
11700,100,38000,200,0
11700,100,38000,200,0
12000,100,37700,200,0
12000,100,37700,200,0
12000,100,37700,200,0
11700,100,38000,200,0
11700,100,38000,200,0
12000,100,37700,200,0
12000,100,37700,200,0
12000,100,37700,200,0
11700,100,38000,200,0
11700,100,38000,200,0
12000,100,37700,200,0
12000,100,37700,200,0
12000,100,37700,200,0
13500,100,36200,200,0
13500,100,36200,200,0
13800,100,35900,200,0
13800,100,35900,200,0
13800,100,35900,200,0
14400,100,35300,200,0
14400,100,35300,200,0
14700,100,35000,200,0
14700,100,35000,200,0
14700,100,35000,200,0
14400,100,35300,200,0
14400,100,35300,200,0
15900,100,33800,200,0
15900,100,33800,200,0
15900,100,33800,200,0
15600,100,34100,200,0
15600,100,34100,200,0
15900,100,33800,200,0
15900,100,33800,200,0
15900,100,33800,200,0
15600,100,34100,200,0
15600,100,34100,200,0
15900,100,33800,200,0
15900,100,33800,200,0
15900,100,33800,200,0
15600,100,34100,200,0
15600,100,34100,200,0
15900,100,33800,200,0
15900,100,33800,200,0
15900,100,33800,200,0
15600,100,34100,200,0
15600,100,34100,200,0
15900,100,33800,200,0
15900,100,33800,200,0
15900,100,33800,200,0
16500,100,33200,200,0
16500,100,33200,200,0
15900,100,33800,200,0
15900,100,33800,200,0
15900,100,33800,200,0
15600,100,34100,200,0
15600,100,34100,200,0
15900,100,33800,200,0
15900,100,33800,200,0
15900,100,33800,200,0
15600,100,34100,200,0
15600,100,34100,200,0
14400,100,35300,200,0
14400,100,35300,200,0
14400,100,35300,200,0
14100,100,35600,200,0
14100,100,35600,200,0
14400,100,35300,200,0
14400,100,35300,200,0
14400,100,35300,200,0
15600,100,34100,200,0
15600,100,34100,200,0
15900,100,33800,200,0
15900,100,33800,200,0
15900,100,33800,200,0
15600,100,34100,200,0
15600,100,34100,200,0
15900,100,33800,200,0
15900,100,33800,200,0
15900,100,33800,200,0
15600,100,34100,200,0
15600,100,34100,200,0
14400,100,35300,200,0
14400,100,35300,200,0
14400,100,35300,200,0
14100,100,35600,200,0
14100,100,35600,200,0
13500,100,36200,200,0
13500,100,36200,200,0
13500,100,36200,200,0
13200,100,36500,200,0
13200,100,36500,200,0
11700,100,38000,200,0
11700,100,38000,200,0
11700,100,38000,200,0
10800,100,38900,200,0
10800,100,38900,200,0
11100,100,38600,200,0
11100,100,38600,200,0
11100,100,38600,200,0
10800,100,38900,200,0
10800,100,38900,200,0
11100,100,38600,200,0
11100,100,38600,200,0
11100,100,38600,200,0
10800,100,38900,200,0
10800,100,38900,200,0
11100,100,38600,200,0
11100,100,38600,200,0
11100,100,38600,200,0
10800,100,38900,200,0
10800,100,38900,200,0
11100,100,38600,200,0
11100,100,38600,200,0
11100,100,38600,200,0
10500,100,39200,200,0
10500,100,39200,200,0
9000,100,40700,200,0
9000,100,40700,200,0
9000,100,40700,200,0
8700,100,41000,200,0
8700,100,41000,200,0
9000,100,40700,200,0
9000,100,40700,200,0
9000,100,40700,200,0
8700,100,41000,200,0
8700,100,41000,200,0
8100,100,41600,200,0
8100,100,41600,200,0
8100,100,41600,200,0
7800,100,41900,200,0
7800,100,41900,200,0
8100,100,41600,200,0
8100,100,41600,200,0
8100,100,41600,200,0
7800,100,41900,200,0
7800,100,41900,200,0
8100,100,41600,200,0
8100,100,41600,200,0
8100,100,41600,200,0
7800,100,41900,200,0
7800,100,41900,200,0
8100,100,41600,200,0
8100,100,41600,200,0
8100,100,41600,200,0
7800,100,41900,200,0
7800,100,41900,200,0
8100,100,41600,200,0
8100,100,41600,200,0
8100,100,41600,200,0
7800,100,41900,200,0
7800,100,41900,200,0
8100,100,41600,200,0
8100,100,41600,200,0
8100,100,41600,200,0
7800,100,41900,200,0
7800,100,41900,200,0
9300,100,40400,200,0
9300,100,40400,200,0
9300,100,40400,200,0
9000,100,40700,200,0
9000,100,40700,200,0
9300,100,40400,200,0
9300,100,40400,200,0
9300,100,40400,200,0
9000,100,40700,200,0
9000,100,40700,200,0
8400,100,41300,200,0
8400,100,41300,200,0
8400,100,41300,200,0
8100,100,41600,200,0
8100,100,41600,200,0
8400,100,41300,200,0
8400,100,41300,200,0
8400,100,41300,200,0
8100,100,41600,200,0
8100,100,41600,200,0
8400,100,41300,200,0
8400,100,41300,200,0
8400,100,41300,200,0
8100,100,41600,200,0
8100,100,41600,200,0
9600,100,40100,200,0
9600,100,40100,200,0
9600,100,40100,200,0
9000,100,40700,200,0
9000,100,40700,200,0
9300,100,40400,200,0
9300,100,40400,200,0
9300,100,40400,200,0
9000,100,40700,200,0
9000,100,40700,200,0
9300,100,40400,200,0
9300,100,40400,200,0
9300,100,40400,200,0
9000,100,40700,200,0
9000,100,40700,200,0
9300,100,40400,200,0
9300,100,40400,200,0
9300,100,40400,200,0
9000,100,40700,200,0
9000,100,40700,200,0
9300,100,40400,200,0
9300,100,40400,200,0
9300,100,40400,200,0
9000,100,40700,200,0
9000,100,40700,200,0
8400,100,41300,200,0
8400,100,41300,200,0
8400,100,41300,200,0
8100,100,41600,200,0
8100,100,41600,200,0
8400,100,41300,200,0
8400,100,41300,200,0
8400,100,41300,200,0
8100,100,41600,200,0
8100,100,41600,200,0
8400,100,41300,200,0
8400,100,41300,200,0
8400,100,41300,200,0
8100,100,41600,200,0
8100,100,41600,200,0
6900,100,42800,200,0
6900,100,42800,200,0
6900,100,42800,200,0
6600,100,43100,200,0
6600,100,43100,200,0
6900,100,42800,200,0
6900,100,42800,200,0
6900,100,42800,200,0
6600,100,43100,200,0
6600,100,43100,200,0
6900,100,42800,200,0
6900,100,42800,200,0
6900,100,42800,200,0
6600,100,43100,200,0
6600,100,43100,200,0
6900,100,42800,200,0
6900,100,42800,200,0
6900,100,42800,200,0
6600,100,43100,200,0
6600,100,43100,200,0
6900,100,42800,200,0
6900,100,42800,200,0
6900,100,42800,200,0
6600,100,43100,200,0
6600,100,43100,200,0
6900,100,42800,200,0
6900,100,42800,200,0
6900,100,42800,200,0
6600,100,43100,200,0
6600,100,43100,200,0
6000,100,43700,200,0
6000,100,43700,200,0
6000,100,43700,200,0
5700,100,44000,200,0
5700,100,44000,200,0
4500,100,45200,200,0
4500,100,45200,200,0
4500,100,45200,200,0
4200,100,45500,200,0
4200,100,45500,200,0
2700,100,47000,200,0
2700,100,47000,200,0
2700,100,47000,200,0
2400,100,47300,200,0
2400,100,47300,200,0
1800,100,47900,200,0
1800,100,47900,200,0
1800,100,47900,200,0
1500,100,48200,200,0
1500,100,48200,200,0
900,100,48800,200,0
900,100,48800,200,0
900,100,48800,200,0
300,100,49400,200,0
