EXACT_RANGE_EXP_6_FLOP_EX_LIMIT,EXACT_RANGE_EXP_6_FLOP_EX_LIMIT,EXACT_RANGE_EXP_16_FLOP_EX_LIMIT,EXACT_RANGE_EXP_6_FLOP_EX_LIMIT,EXACT_RANGE_EXP_16_FLOP_EX_LIMIT,EXACT_RANGE_EXP_16_FLOP_EX_LIMIT,
0,0,0,203700,336300,0,
0,0,0,204300,335700,0,
0,0,0,204600,335400,0,
0,0,0,204600,335400,0,
0,0,0,211200,328800,0,
0,0,0,213000,327000,0,
0,0,0,204600,335400,0,
0,0,0,204000,336000,0,
0,0,0,201000,339000,0,
0,0,0,201000,339000,0,
0,0,0,201000,339000,0,
0,0,0,201000,339000,0,
0,0,0,196200,343800,0,
0,0,0,195900,344100,0,
0,0,0,196200,343800,0,
0,0,0,196200,343800,0,
0,0,0,196200,343800,0,
0,0,0,196200,343800,0,
0,0,0,204600,335400,0,
0,0,0,184800,355200,0,
0,0,0,172200,367800,0,
0,0,0,172200,367800,0,
0,0,0,172200,367800,0,
0,0,0,172200,367800,0,
0,0,0,172200,367800,0,
0,0,0,165000,375000,0,
0,0,0,165300,374700,0,
0,0,0,165300,374700,0,
0,0,0,165300,374700,0,
0,0,0,165300,374700,0,
0,0,0,165300,374700,0,
0,0,0,150300,389700,0,
0,0,0,150600,389400,0,
0,0,0,150600,389400,0,
0,0,0,150600,389400,0,
0,0,0,155400,384600,0,
0,0,0,155400,384600,0,
0,0,0,155100,384900,0,
0,0,0,155400,384600,0,
0,0,0,155400,384600,0,
0,0,0,155400,384600,0,
0,0,0,155400,384600,0,
0,0,0,155400,384600,0,
0,0,0,155100,384900,0,
0,0,0,154500,385500,0,
0,0,0,154500,385500,0,
0,0,0,170700,369300,0,
0,0,0,173100,366900,0,
0,0,0,173100,366900,0,
0,0,0,172800,367200,0,
0,0,0,173400,366600,0,
0,0,0,173400,366600,0,
0,0,0,173400,366600,0,
0,0,0,173400,366600,0,
0,0,0,173400,366600,0,
0,0,0,173100,366900,0,
0,0,0,173700,366300,0,
0,0,0,173700,366300,0,
0,0,0,173700,366300,0,
0,0,0,190500,349500,0,
0,0,0,190500,349500,0,
0,0,0,190200,349800,0,
0,0,0,190800,349200,0,
0,0,0,190800,349200,0,
0,0,0,190800,349200,0,
0,0,0,190800,349200,0,
0,0,0,203400,336600,0,
0,0,0,205800,334200,0,
0,0,0,205200,334800,0,
0,0,0,205200,334800,0,
0,0,0,215400,324600,0,
0,0,0,215400,324600,0,
0,0,0,215400,324600,0,
0,0,0,216000,324000,0,
0,0,0,201000,339000,0,
0,0,0,201000,339000,0,
0,0,0,201000,339000,0,
0,0,0,198600,341400,0,
0,0,0,198600,341400,0,
0,0,0,198000,342000,0,
0,0,0,198300,341700,0,
0,0,0,200100,339900,0,
0,0,0,203700,336300,0,
0,0,0,191700,348300,0,
0,0,0,191700,348300,0,
0,0,0,192300,347700,0,
0,0,0,189300,350700,0,
0,0,0,202500,337500,0,
0,0,0,202500,337500,0,
0,0,0,202500,337500,0,
0,0,0,202500,337500,0,
0,0,0,210900,329100,0,
0,0,0,213300,326700,0,
0,0,0,224100,315900,0,
0,0,0,224100,315900,0,
0,0,0,224100,315900,0,
0,0,0,222300,317700,0,
0,0,0,222900,317100,0,
0,0,0,218100,321900,0,
0,0,0,227100,312900,0,
0,0,0,227100,312900,0,
0,0,0,227100,312900,0,
0,0,0,227100,312900,0,
0,0,0,226800,313200,0,
0,0,0,233400,306600,0,
0,0,0,233400,306600,0,
0,0,0,237000,303000,0,
0,0,0,237000,303000,0,
0,0,0,237000,303000,0,
0,0,0,236700,303300,0,
0,0,0,246300,293700,0,
0,0,0,246300,293700,0,
0,0,0,236700,303300,0,
0,0,0,234900,305100,0,
0,0,0,234900,305100,0,
0,0,0,234600,305400,0,
0,0,0,240600,299400,0,
0,0,0,240600,299400,0,
0,0,0,240600,299400,0,
0,0,0,240600,299400,0,
0,0,0,240600,299400,0,
0,0,0,243000,297000,0,
0,0,0,237600,302400,0,
0,0,0,237600,302400,0,
0,0,0,237600,302400,0,
0,0,0,249000,291000,0,
0,0,0,249000,291000,0,
0,0,0,248700,291300,0,
0,0,0,243300,296700,0,
0,0,0,243300,296700,0,
0,0,0,254100,285900,0,
0,0,0,252300,287700,0,
0,0,0,252300,287700,0,
0,0,0,252900,287100,0,
0,0,0,253200,286800,0,
0,0,0,248400,291600,0,
0,0,0,243600,296400,0,
0,0,0,243600,296400,0,
0,0,0,243600,296400,0,
0,0,0,243600,296400,0,
0,0,0,243900,296100,0,
0,0,0,243900,296100,0,
0,0,0,258900,281100,0,
0,0,0,249300,290700,0,
0,0,0,249300,290700,0,
0,0,0,249900,290100,0,
0,0,0,250200,289800,0,
0,0,0,250200,289800,0,
0,0,0,250200,289800,0,
0,0,0,250200,289800,0,
0,0,0,252000,288000,0,
0,0,0,251700,288300,0,
0,0,0,252300,287700,0,
0,0,0,252300,287700,0,
0,0,0,252300,287700,0,
0,0,0,252300,287700,0,
0,0,0,252300,287700,0,
0,0,0,252000,288000,0,
0,0,0,251400,288600,0,
0,0,0,259800,280200,0,
0,0,0,259800,280200,0,
0,0,0,263400,276600,0,
0,0,0,277800,262200,0,
0,0,0,262800,277200,0,
0,0,0,263100,276900,0,
0,0,0,258300,281700,0,
0,0,0,258300,281700,0,
0,0,0,260100,279900,0,
0,0,0,260100,279900,0,
0,0,0,252900,287100,0,
0,0,0,253200,286800,0,
0,0,0,253200,286800,0,
0,0,0,253200,286800,0,
0,0,0,241800,298200,0,
0,0,0,241800,298200,0,
0,0,0,241200,298800,0,
0,0,0,240600,299400,0,
0,0,0,240600,299400,0,
0,0,0,240600,299400,0,
0,0,0,240600,299400,0,
0,0,0,250800,289200,0,
0,0,0,250500,289500,0,
0,0,0,250800,289200,0,
0,0,0,250800,289200,0,
0,0,0,263400,276600,0,
0,0,0,263400,276600,0,
0,0,0,263400,276600,0,
0,0,0,263100,276900,0,
0,0,0,262500,277500,0,
0,0,0,262500,277500,0,
0,0,0,262500,277500,0,
0,0,0,262500,277500,0,
0,0,0,262500,277500,0,
0,0,0,268500,271500,0,
0,0,0,268800,271200,0,
0,0,0,268800,271200,0,
0,0,0,267000,273000,0,
0,0,0,259800,280200,0,
0,0,0,253200,286800,0,
0,0,0,252900,287100,0,
0,0,0,253200,286800,0,
0,0,0,253200,286800,0,
0,0,0,253200,286800,0,
0,0,0,253200,286800,0,
0,0,0,253200,286800,0,
0,0,0,252900,287100,0,
0,0,0,252300,287700,0,
0,0,0,259500,280500,0,
0,0,0,259500,280500,0,
0,0,0,240900,299100,0,
0,0,0,245700,294300,0,
0,0,0,257100,282900,0,
0,0,0,270900,269100,0,
0,0,0,274500,265500,0,
0,0,0,274500,265500,0,
0,0,0,274500,265500,0,
0,0,0,274500,265500,0,
0,0,0,274200,265800,0,
0,0,0,273600,266400,0,
0,0,0,259200,280800,0,
0,0,0,259200,280800,0,
0,0,0,259200,280800,0,
0,0,0,249600,290400,0,
0,0,0,250200,289800,0,
0,0,0,250500,289500,0,
0,0,0,250500,289500,0,
0,0,0,250500,289500,0,
0,0,0,256500,283500,0,
0,0,0,256500,283500,0,
0,0,0,244500,295500,0,
0,0,0,248700,291300,0,
0,0,0,248700,291300,0,
0,0,0,243900,296100,0,
0,0,0,243900,296100,0,
0,0,0,243900,296100,0,
0,0,0,244500,295500,0,
0,0,0,244800,295200,0,
0,0,0,244800,295200,0,
0,0,0,253800,286200,0,
0,0,0,253800,286200,0,
0,0,0,253800,286200,0,
0,0,0,254400,285600,0,
0,0,0,239400,300600,0,
0,0,0,239400,300600,0,
0,0,0,225000,315000,0,
0,0,0,225000,315000,0,
0,0,0,225000,315000,0,
0,0,0,225600,314400,0,
0,0,0,225900,314100,0,
0,0,0,225900,314100,0,
0,0,0,225900,314100,0,
0,0,0,225900,314100,0,
0,0,0,211500,328500,0,
0,0,0,201300,338700,0,
0,0,0,201600,338400,0,
0,0,0,201600,338400,0,
0,0,0,203400,336600,0,
0,0,0,208800,331200,0,
0,0,0,219600,320400,0,
0,0,0,219300,320700,0,
0,0,0,225300,314700,0,
0,0,0,225300,314700,0,
0,0,0,225300,314700,0,
0,0,0,225300,314700,0,
0,0,0,225300,314700,0,
0,0,0,225000,315000,0,
0,0,0,225300,314700,0,
0,0,0,225300,314700,0,
0,0,0,225300,314700,0,
0,0,0,213900,326100,0,
0,0,0,213900,326100,0,
0,0,0,222900,317100,0,
0,0,0,223200,316800,0,
0,0,0,213600,326400,0,
0,0,0,213600,326400,0,
0,0,0,213600,326400,0,
0,0,0,213600,326400,0,
0,0,0,203400,336600,0,
0,0,0,206400,333600,0,
0,0,0,206400,333600,0,
0,0,0,206400,333600,0,
0,0,0,206400,333600,0,
0,0,0,206400,333600,0,
0,0,0,206100,333900,0,
0,0,0,206400,333600,0,
0,0,0,210000,330000,0,
0,0,0,223200,316800,0,
0,0,0,223200,316800,0,
0,0,0,223200,316800,0,
0,0,0,222900,317100,0,
0,0,0,223200,316800,0,
0,0,0,223200,316800,0,
0,0,0,223200,316800,0,
0,0,0,223200,316800,0,
0,0,0,223200,316800,0,
0,0,0,222900,317100,0,
0,0,0,223200,316800,0,
0,0,0,223200,316800,0,
0,0,0,223200,316800,0,
0,0,0,223200,316800,0,
0,0,0,223200,316800,0,
0,0,0,222600,317400,0,
0,0,0,210000,330000,0,
0,0,0,210000,330000,0,
0,0,0,210000,330000,0,
0,0,0,200400,339600,0,
0,0,0,190800,349200,0,
0,0,0,191400,348600,0,
0,0,0,191700,348300,0,
0,0,0,197100,342900,0,
0,0,0,193500,346500,0,
0,0,0,193500,346500,0,
0,0,0,193500,346500,0,
0,0,0,197700,342300,0,
0,0,0,197100,342900,0,
0,0,0,198900,341100,0,
0,0,0,182700,357300,0,
0,0,0,182700,357300,0,
0,0,0,182700,357300,0,
0,0,0,183300,356700,0,
0,0,0,198300,341700,0,
0,0,0,198300,341700,0,
0,0,0,198300,341700,0,
0,0,0,186300,353700,0,
0,0,0,191700,348300,0,
0,0,0,197700,342300,0,
0,0,0,207300,332700,0,
0,0,0,216900,323100,0,
0,0,0,216900,323100,0,
0,0,0,216900,323100,0,
0,0,0,218700,321300,0,
0,0,0,218100,321900,0,
0,0,0,205500,334500,0,
0,0,0,205500,334500,0,
0,0,0,205500,334500,0,
0,0,0,210900,329100,0,
0,0,0,207300,332700,0,
0,0,0,207900,332100,0,
0,0,0,207300,332700,0,
0,0,0,214500,325500,0,
0,0,0,214500,325500,0,
0,0,0,214500,325500,0,
0,0,0,206100,333900,0,
0,0,0,205800,334200,0,
0,0,0,206100,333900,0,
0,0,0,206100,333900,0,
0,0,0,209700,330300,0,
0,0,0,209700,330300,0,
0,0,0,209700,330300,0,
0,0,0,209400,330600,0,
0,0,0,210000,330000,0,
0,0,0,210000,330000,0,
0,0,0,213600,326400,0,
0,0,0,208800,331200,0,
0,0,0,208800,331200,0,
0,0,0,208500,331500,0,
0,0,0,221100,318900,0,
0,0,0,221100,318900,0,
0,0,0,221100,318900,0,
0,0,0,221100,318900,0,
0,0,0,226500,313500,0,
0,0,0,227100,312900,0,
0,0,0,227100,312900,0,
0,0,0,227100,312900,0,
0,0,0,239700,300300,0,
0,0,0,239700,300300,0,
0,0,0,225300,314700,0,
0,0,0,210300,329700,0,
0,0,0,209700,330300,0,
0,0,0,209700,330300,0,
0,0,0,209700,330300,0,
0,0,0,209700,330300,0,
0,0,0,209700,330300,0,
0,0,0,199500,340500,0,
0,0,0,200100,339900,0,
0,0,0,209100,330900,0,
0,0,0,209100,330900,0,
0,0,0,204300,335700,0,
0,0,0,204300,335700,0,
0,0,0,204000,336000,0,
0,0,0,204300,335700,0,
0,0,0,197100,342900,0,
0,0,0,182700,357300,0,
0,0,0,182700,357300,0,
0,0,0,182700,357300,0,
0,0,0,182400,357600,0,
0,0,0,181800,358200,0,
0,0,0,170400,369600,0,
0,0,0,170400,369600,0,
0,0,0,170400,369600,0,
0,0,0,170400,369600,0,
0,0,0,176400,363600,0,
0,0,0,176700,363300,0,
0,0,0,176700,363300,0,
0,0,0,162300,377700,0,
0,0,0,162300,377700,0,
0,0,0,171900,368100,0,
0,0,0,172500,367500,0,
0,0,0,172800,367200,0,
0,0,0,172800,367200,0,
0,0,0,172800,367200,0,
0,0,0,172800,367200,0,
0,0,0,172800,367200,0,
0,0,0,172200,367800,0,
0,0,0,161400,378600,0,
0,0,0,161400,378600,0,
0,0,0,161400,378600,0,
0,0,0,161400,378600,0,
0,0,0,161400,378600,0,
0,0,0,161100,378900,0,
0,0,0,161400,378600,0,
0,0,0,161400,378600,0,
0,0,0,175800,364200,0,
0,0,0,175800,364200,0,
0,0,0,175800,364200,0,
0,0,0,175500,364500,0,
0,0,0,175800,364200,0,
0,0,0,177600,362400,0,
0,0,0,203400,336600,0,
0,0,0,203400,336600,0,
0,0,0,203400,336600,0,
0,0,0,195600,344400,0,
0,0,0,196200,343800,0,
0,0,0,196200,343800,0,
0,0,0,196200,343800,0,
0,0,0,196200,343800,0,
0,0,0,196200,343800,0,
0,0,0,196800,343200,0,
0,0,0,197400,342600,0,
0,0,0,201000,339000,0,
0,0,0,201000,339000,0,
0,0,0,201000,339000,0,
0,0,0,201000,339000,0,
0,0,0,201600,338400,0,
0,0,0,202200,337800,0,
0,0,0,202200,337800,0,
0,0,0,202200,337800,0,
0,0,0,202200,337800,0,
0,0,0,209400,330600,0,
0,0,0,215400,324600,0,
0,0,0,216000,324000,0,
0,0,0,216000,324000,0,
0,0,0,211200,328800,0,
0,0,0,211200,328800,0,
0,0,0,211200,328800,0,
0,0,0,211800,328200,0,
0,0,0,201600,338400,0,
0,0,0,199800,340200,0,
0,0,0,199800,340200,0,
0,0,0,212400,327600,0,
0,0,0,216000,324000,0,
0,0,0,215700,324300,0,
0,0,0,216000,324000,0,
0,0,0,216000,324000,0,
0,0,0,216000,324000,0,
0,0,0,216000,324000,0,
0,0,0,219600,320400,0,
0,0,0,207000,333000,0,
0,0,0,219000,321000,0,
0,0,0,219000,321000,0,
0,0,0,237600,302400,0,
0,0,0,237600,302400,0,
0,0,0,237600,302400,0,
0,0,0,237000,303000,0,
0,0,0,237300,302700,0,
0,0,0,237300,302700,0,
0,0,0,237300,302700,0,
0,0,0,237300,302700,0,
0,0,0,240900,299100,0,
0,0,0,246900,293100,0,
0,0,0,246300,293700,0,
0,0,0,246300,293700,0,
0,0,0,260700,279300,0,
0,0,0,260700,279300,0,
0,0,0,260700,279300,0,
0,0,0,260400,279600,0,
0,0,0,245400,294600,0,
0,0,0,231000,309000,0,
0,0,0,231000,309000,0,
0,0,0,231000,309000,0,
0,0,0,231000,309000,0,
0,0,0,230700,309300,0,
0,0,0,242100,297900,0,
0,0,0,242100,297900,0,
0,0,0,242100,297900,0,
0,0,0,242100,297900,0,
0,0,0,242100,297900,0,
0,0,0,241800,298200,0,
0,0,0,242100,297900,0,
0,0,0,255300,284700,0,
0,0,0,255300,284700,0,
0,0,0,255300,284700,0,
0,0,0,253500,286500,0,
0,0,0,241500,298500,0,
0,0,0,240900,299100,0,
0,0,0,240900,299100,0,
0,0,0,240900,299100,0,
0,0,0,240900,299100,0,
0,0,0,240900,299100,0,
0,0,0,241500,298500,0,
0,0,0,241800,298200,0,
0,0,0,241800,298200,0,
0,0,0,241800,298200,0,
0,0,0,241800,298200,0,
0,0,0,241800,298200,0,
0,0,0,241500,298500,0,
0,0,0,241800,298200,0,
0,0,0,241800,298200,0,
0,0,0,241800,298200,0,
0,0,0,241800,298200,0,
0,0,0,241800,298200,0,
0,0,0,229200,310800,0,
0,0,0,229500,310500,0,
0,0,0,229500,310500,0,
0,0,0,229500,310500,0,
0,0,0,252300,287700,0,
0,0,0,252300,287700,0,
0,0,0,242100,297900,0,
0,0,0,229500,310500,0,
0,0,0,229500,310500,0,
0,0,0,229500,310500,0,
0,0,0,229500,310500,0,
0,0,0,229500,310500,0,
0,0,0,229200,310800,0,
0,0,0,229200,310800,0,
0,0,0,229200,310800,0,
0,0,0,229200,310800,0,
0,0,0,243000,297000,0,
0,0,0,243000,297000,0,
0,0,0,242700,297300,0,
0,0,0,248100,291900,0,
0,0,0,248100,291900,0,
0,0,0,248100,291900,0,
0,0,0,243300,296700,0,
0,0,0,230100,309900,0,
0,0,0,229800,310200,0,
0,0,0,230100,309900,0,
0,0,0,230100,309900,0,
0,0,0,238500,301500,0,
0,0,0,238500,301500,0,
0,0,0,238500,301500,0,
0,0,0,237900,302100,0,
0,0,0,238500,301500,0,
0,0,0,238500,301500,0,
0,0,0,238500,301500,0,
0,0,0,238500,301500,0,
0,0,0,238500,301500,0,
0,0,0,237900,302100,0,
0,0,0,237300,302700,0,
0,0,0,237300,302700,0,
0,0,0,237300,302700,0,
0,0,0,237300,302700,0,
0,0,0,237300,302700,0,
0,0,0,243300,296700,0,
0,0,0,243600,296400,0,
0,0,0,248400,291600,0,
0,0,0,248400,291600,0,
0,0,0,248400,291600,0,
0,0,0,248400,291600,0,
0,0,0,234600,305400,0,
0,0,0,234000,306000,0,
0,0,0,234000,306000,0,
0,0,0,229200,310800,0,
0,0,0,229200,310800,0,
0,0,0,234600,305400,0,
0,0,0,235200,304800,0,
0,0,0,235500,304500,0,
0,0,0,235500,304500,0,
0,0,0,247500,292500,0,
0,0,0,263100,276900,0,
0,0,0,263100,276900,0,
0,0,0,252900,287100,0,
0,0,0,252300,287700,0,
0,0,0,261900,278100,0,
0,0,0,272700,267300,0,
0,0,0,272700,267300,0,
0,0,0,282300,257700,0,
0,0,0,282000,258000,0,
0,0,0,282600,257400,0,
0,0,0,282600,257400,0,
0,0,0,282600,257400,0,
0,0,0,282600,257400,0,
0,0,0,284400,255600,0,
0,0,0,283800,256200,0,
0,0,0,288600,251400,0,
0,0,0,288600,251400,0,
0,0,0,295800,244200,0,
0,0,0,295800,244200,0,
0,0,0,273000,267000,0,
0,0,0,272700,267300,0,
0,0,0,273000,267000,0,
0,0,0,279600,260400,0,
0,0,0,270000,270000,0,
0,0,0,270000,270000,0,
0,0,0,276600,263400,0,
0,0,0,276300,263700,0,
0,0,0,276600,263400,0,
0,0,0,276600,263400,0,
0,0,0,276600,263400,0,
0,0,0,276600,263400,0,
0,0,0,276600,263400,0,
0,0,0,282600,257400,0,
0,0,0,282000,258000,0,
0,0,0,282000,258000,0,
0,0,0,282000,258000,0,
0,0,0,282000,258000,0,
0,0,0,282000,258000,0,
0,0,0,282600,257400,0,
0,0,0,282000,258000,0,
0,0,0,282000,258000,0,
0,0,0,282000,258000,0,
0,0,0,282000,258000,0,
0,0,0,282000,258000,0,
0,0,0,282600,257400,0,
0,0,0,282000,258000,0,
0,0,0,282000,258000,0,
0,0,0,282000,258000,0,
0,0,0,282000,258000,0,
0,0,0,282000,258000,0,
0,0,0,281700,258300,0,
0,0,0,281100,258900,0,
0,0,0,294300,245700,0,
0,0,0,294300,245700,0,
0,0,0,294300,245700,0,
0,0,0,294300,245700,0,
0,0,0,294000,246000,0,
0,0,0,294300,245700,0,
0,0,0,294300,245700,0,
0,0,0,294300,245700,0,
0,0,0,292500,247500,0,
0,0,0,297900,242100,0,
0,0,0,305700,234300,0,
0,0,0,306000,234000,0,
0,0,0,306000,234000,0,
0,0,0,281400,258600,0,
0,0,0,281400,258600,0,
0,0,0,281400,258600,0,
0,0,0,281100,258900,0,
0,0,0,293700,246300,0,
0,0,0,293700,246300,0,
0,0,0,293700,246300,0,
0,0,0,291900,248100,0,
0,0,0,291900,248100,0,
0,0,0,292500,247500,0,
0,0,0,307500,232500,0,
0,0,0,307500,232500,0,
0,0,0,307500,232500,0,
0,0,0,307500,232500,0,
0,0,0,307500,232500,0,
0,0,0,307200,232800,0,
0,0,0,307500,232500,0,
0,0,0,297900,242100,0,
0,0,0,297900,242100,0,
0,0,0,297900,242100,0,
0,0,0,307500,232500,0,
0,0,0,317100,222900,0,
0,0,0,317400,222600,0,
0,0,0,317400,222600,0,
0,0,0,317400,222600,0,
0,0,0,317400,222600,0,
0,0,0,317400,222600,0,
0,0,0,317100,222900,0,
0,0,0,316500,223500,0,
0,0,0,316500,223500,0,
0,0,0,316500,223500,0,
0,0,0,316500,223500,0,
0,0,0,316500,223500,0,
0,0,0,301500,238500,0,
0,0,0,300900,239100,0,
0,0,0,300900,239100,0,
0,0,0,300900,239100,0,
0,0,0,300900,239100,0,
0,0,0,300900,239100,0,
0,0,0,300600,239400,0,
0,0,0,303000,237000,0,
0,0,0,303000,237000,0,
0,0,0,303000,237000,0,
0,0,0,303000,237000,0,
0,0,0,303000,237000,0,
0,0,0,302700,237300,0,
0,0,0,294900,245100,0,
0,0,0,318900,221100,0,
0,0,0,318900,221100,0,
0,0,0,318900,221100,0,
0,0,0,318900,221100,0,
0,0,0,319500,220500,0,
0,0,0,319800,220200,0,
0,0,0,323400,216600,0,
0,0,0,323400,216600,0,
0,0,0,323400,216600,0,
0,0,0,318600,221400,0,
0,0,0,319200,220800,0,
0,0,0,318600,221400,0,
0,0,0,318600,221400,0,
0,0,0,318600,221400,0,
0,0,0,347400,192600,0,
0,0,0,347400,192600,0,
0,0,0,348000,192000,0,
0,0,0,348300,191700,0,
0,0,0,357300,182700,0,
0,0,0,357300,182700,0,
0,0,0,374100,165900,0,
0,0,0,390300,149700,0,
0,0,0,390900,149100,0,
0,0,0,391200,148800,0,
0,0,0,391200,148800,0,
0,0,0,394800,145200,0,
0,0,0,394800,145200,0,
0,0,0,394800,145200,0,
0,0,0,394200,145800,0,
0,0,0,394500,145500,0,
0,0,0,394500,145500,0,
0,0,0,394500,145500,0,
0,0,0,394500,145500,0,
0,0,0,394500,145500,0,
0,0,0,394200,145800,0,
0,0,0,379200,160800,0,
0,0,0,379200,160800,0,
0,0,0,381600,158400,0,
0,0,0,381600,158400,0,
0,0,0,381600,158400,0,
0,0,0,381300,158700,0,
0,0,0,373500,166500,0,
0,0,0,373500,166500,0,
0,0,0,373500,166500,0,
0,0,0,373500,166500,0,
0,0,0,359100,180900,0,
0,0,0,358800,181200,0,
0,0,0,358800,181200,0,
0,0,0,356400,183600,0,
0,0,0,366600,173400,0,
0,0,0,366600,173400,0,
0,0,0,368400,171600,0,
0,0,0,372600,167400,0,
0,0,0,372900,167100,0,
0,0,0,372900,167100,0,
0,0,0,372900,167100,0,
0,0,0,372900,167100,0,
0,0,0,372900,167100,0,
0,0,0,372600,167400,0,
0,0,0,372900,167100,0,
0,0,0,372900,167100,0,
0,0,0,372900,167100,0,
0,0,0,372900,167100,0,
0,0,0,376500,163500,0,
0,0,0,376200,163800,0,
0,0,0,376500,163500,0,
0,0,0,376500,163500,0,
0,0,0,376500,163500,0,
0,0,0,376500,163500,0,
0,0,0,376500,163500,0,
0,0,0,371100,168900,0,
0,0,0,363300,176700,0,
0,0,0,359700,180300,0,
0,0,0,359700,180300,0,
0,0,0,359700,180300,0,
0,0,0,345300,194700,0,
0,0,0,345000,195000,0,
0,0,0,345300,194700,0,
0,0,0,345300,194700,0,
0,0,0,342900,197100,0,
0,0,0,353100,186900,0,
0,0,0,353100,186900,0,
0,0,0,352800,187200,0,
0,0,0,353100,186900,0,
0,0,0,353100,186900,0,
0,0,0,353100,186900,0,
0,0,0,353100,186900,0,
0,0,0,353100,186900,0,
0,0,0,345300,194700,0,
0,0,0,345900,194100,0,
0,0,0,345900,194100,0,
0,0,0,345900,194100,0,
0,0,0,335700,204300,0,
0,0,0,335700,204300,0,
0,0,0,344700,195300,0,
0,0,0,344100,195900,0,
0,0,0,344100,195900,0,
0,0,0,344100,195900,0,
0,0,0,344100,195900,0,
0,0,0,344100,195900,0,
0,0,0,344700,195300,0,
0,0,0,350700,189300,0,
0,0,0,350700,189300,0,
0,0,0,350700,189300,0,
0,0,0,350700,189300,0,
0,0,0,356100,183900,0,
0,0,0,355800,184200,0,
0,0,0,355200,184800,0,
0,0,0,355200,184800,0,
0,0,0,366600,173400,0,
0,0,0,372000,168000,0,
0,0,0,386400,153600,0,
0,0,0,387000,153000,0,
0,0,0,387300,152700,0,
0,0,0,382500,157500,0,
0,0,0,382500,157500,0,
0,0,0,382500,157500,0,
0,0,0,382500,157500,0,
0,0,0,382200,157800,0,
0,0,0,382500,157500,0,
0,0,0,382500,157500,0,
0,0,0,382500,157500,0,
0,0,0,382500,157500,0,
0,0,0,382500,157500,0,
0,0,0,382200,157800,0,
0,0,0,384600,155400,0,
0,0,0,395400,144600,0,
0,0,0,395400,144600,0,
0,0,0,395400,144600,0,
0,0,0,395400,144600,0,
0,0,0,395100,144900,0,
0,0,0,395400,144600,0,
0,0,0,395400,144600,0,
0,0,0,390600,149400,0,
0,0,0,390600,149400,0,
0,0,0,390600,149400,0,
0,0,0,390300,149700,0,
0,0,0,389700,150300,0,
0,0,0,389700,150300,0,
0,0,0,399300,140700,0,
0,0,0,390900,149100,0,
0,0,0,390900,149100,0,
0,0,0,375900,164100,0,
0,0,0,376200,163800,0,
0,0,0,376200,163800,0,
0,0,0,376200,163800,0,
0,0,0,376200,163800,0,
0,0,0,376200,163800,0,
0,0,0,375900,164100,0,
0,0,0,386100,153900,0,
0,0,0,386100,153900,0,
0,0,0,387900,152100,0,
0,0,0,387900,152100,0,
0,0,0,387900,152100,0,
0,0,0,399300,140700,0,
0,0,0,389100,150900,0,
0,0,0,389100,150900,0,
0,0,0,389100,150900,0,
0,0,0,389100,150900,0,
0,0,0,397500,142500,0,
0,0,0,397200,142800,0,
0,0,0,391800,148200,0,
0,0,0,391800,148200,0,
0,0,0,391800,148200,0,
0,0,0,391800,148200,0,
0,0,0,391800,148200,0,
0,0,0,392400,147600,0,
0,0,0,392700,147300,0,
0,0,0,392700,147300,0,
0,0,0,392700,147300,0,
0,0,0,392700,147300,0,
0,0,0,392700,147300,0,
0,0,0,400500,139500,0,
0,0,0,392700,147300,0,
0,0,0,392700,147300,0,
0,0,0,392700,147300,0,
0,0,0,385500,154500,0,
0,0,0,385500,154500,0,
0,0,0,389700,150300,0,
0,0,0,390000,150000,0,
0,0,0,390000,150000,0,
0,0,0,390000,150000,0,
0,0,0,390000,150000,0,
0,0,0,390000,150000,0,
0,0,0,389700,150300,0,
0,0,0,390000,150000,0,
0,0,0,375600,164400,0,
0,0,0,375600,164400,0,
0,0,0,366000,174000,0,
0,0,0,369600,170400,0,
0,0,0,369300,170700,0,
0,0,0,369600,170400,0,
0,0,0,369600,170400,0,
0,0,0,369600,170400,0,
0,0,0,369600,170400,0,
0,0,0,369600,170400,0,
0,0,0,369000,171000,0,
0,0,0,369300,170700,0,
0,0,0,369300,170700,0,
0,0,0,369300,170700,0,
0,0,0,383700,156300,0,
0,0,0,383700,156300,0,
0,0,0,387900,152100,0,
0,0,0,395100,144900,0,
0,0,0,395100,144900,0,
0,0,0,409500,130500,0,
0,0,0,409500,130500,0,
0,0,0,409500,130500,0,
0,0,0,389700,150300,0,
0,0,0,390000,150000,0,
0,0,0,390000,150000,0,
0,0,0,390000,150000,0,
0,0,0,390000,150000,0,
0,0,0,390000,150000,0,
0,0,0,379800,160200,0,
0,0,0,380400,159600,0,
0,0,0,380400,159600,0,
0,0,0,375600,164400,0,
0,0,0,375600,164400,0,
0,0,0,375600,164400,0,
0,0,0,370200,169800,0,
0,0,0,370500,169500,0,
0,0,0,370500,169500,0,
0,0,0,370500,169500,0,
0,0,0,370500,169500,0,
0,0,0,370500,169500,0,
0,0,0,370200,169800,0,
0,0,0,378000,162000,0,
0,0,0,378000,162000,0,
0,0,0,383400,156600,0,
0,0,0,383400,156600,0,
0,0,0,383400,156600,0,
0,0,0,382800,157200,0,
0,0,0,383100,156900,0,
0,0,0,383100,156900,0,
0,0,0,383100,156900,0,
0,0,0,383100,156900,0,
0,0,0,383100,156900,0,
0,0,0,382800,157200,0,
0,0,0,367800,172200,0,
